.threshold	specificity	sensitivity	model
-Inf	0	1	PCA + Random Forest
0.0546	0	1	PCA + Random Forest
0.05665	0.008928571428571397	1	PCA + Random Forest
0.05805	0.017857142857142905	1	PCA + Random Forest
0.06215	0.0267857142857143	1	PCA + Random Forest
0.0643	0.0357142857142857	1	PCA + Random Forest
0.0657	0.044642857142857095	1	PCA + Random Forest
0.0674	0.0535714285714286	1	PCA + Random Forest
0.0718	0.0625	1	PCA + Random Forest
0.0804	0.0714285714285714	1	PCA + Random Forest
0.08465	0.0803571428571429	1	PCA + Random Forest
0.0848	0.0892857142857143	1	PCA + Random Forest
0.0943	0.0982142857142857	1	PCA + Random Forest
0.0953	0.1071428571428571	1	PCA + Random Forest
0.09715	0.1160714285714286	1	PCA + Random Forest
0.1026	0.125	1	PCA + Random Forest
0.10695	0.1339285714285714	1	PCA + Random Forest
0.10845	0.1428571428571429	1	PCA + Random Forest
0.10865	0.1517857142857143	1	PCA + Random Forest
0.1116	0.1607142857142857	1	PCA + Random Forest
0.1165	0.1696428571428571	1	PCA + Random Forest
0.1224	0.1785714285714286	1	PCA + Random Forest
0.1238	0.1875	1	PCA + Random Forest
0.1291	0.1964285714285714	1	PCA + Random Forest
0.1308	0.2053571428571429	1	PCA + Random Forest
0.13295	0.2142857142857143	1	PCA + Random Forest
0.13505	0.2232142857142857	1	PCA + Random Forest
0.1354	0.2321428571428571	1	PCA + Random Forest
0.13915	0.2410714285714286	1	PCA + Random Forest
0.13995	0.25	1	PCA + Random Forest
0.1441	0.2589285714285714	1	PCA + Random Forest
0.14625	0.2678571428571429	1	PCA + Random Forest
0.15085	0.2767857142857143	1	PCA + Random Forest
0.15095	0.2857142857142857	1	PCA + Random Forest
0.1517	0.2946428571428571	1	PCA + Random Forest
0.15395	0.3035714285714286	1	PCA + Random Forest
0.1585	0.3125	1	PCA + Random Forest
0.1602	0.3214285714285714	1	PCA + Random Forest
0.16145	0.3303571428571429	1	PCA + Random Forest
0.16465	0.3392857142857143	1	PCA + Random Forest
0.1692	0.3482142857142857	1	PCA + Random Forest
0.1726	0.3482142857142857	0.9864864864864865	PCA + Random Forest
0.1729	0.3571428571428571	0.9864864864864865	PCA + Random Forest
0.17465	0.3660714285714286	0.9864864864864865	PCA + Random Forest
0.1754	0.375	0.9864864864864865	PCA + Random Forest
0.17905	0.3839285714285714	0.9864864864864865	PCA + Random Forest
0.1798	0.3928571428571429	0.9864864864864865	PCA + Random Forest
0.1845	0.4017857142857143	0.9864864864864865	PCA + Random Forest
0.1852	0.4107142857142857	0.9864864864864865	PCA + Random Forest
0.18775	0.4196428571428571	0.9864864864864865	PCA + Random Forest
0.1888	0.4285714285714286	0.9864864864864865	PCA + Random Forest
0.1937	0.4375	0.9864864864864865	PCA + Random Forest
0.1953	0.4464285714285714	0.9864864864864865	PCA + Random Forest
0.19725	0.4553571428571429	0.9864864864864865	PCA + Random Forest
0.1983	0.4642857142857143	0.9864864864864865	PCA + Random Forest
0.20435	0.4732142857142857	0.9864864864864865	PCA + Random Forest
0.21315	0.4821428571428571	0.9864864864864865	PCA + Random Forest
0.21685	0.4910714285714286	0.9864864864864865	PCA + Random Forest
