col	role
ENSG00000100034	predictor
ENSG00000100036	predictor
ENSG00000100038	predictor
ENSG00000100053	predictor
ENSG00000100055	predictor
ENSG00000100056	predictor
ENSG00000100060	predictor
ENSG00000100065	predictor
ENSG00000100068	predictor
ENSG00000100075	predictor
ENSG00000100077	predictor
ENSG00000100079	predictor
ENSG00000100083	predictor
ENSG00000100084	predictor
ENSG00000100092	predictor
ENSG00000100097	predictor
ENSG00000100099	predictor
ENSG00000100100	predictor
ENSG00000100104	predictor
ENSG00000100105	predictor
ENSG00000100106	predictor
ENSG00000100109	predictor
ENSG00000100116	predictor
ENSG00000100121	predictor
ENSG00000100124	predictor
ENSG00000100129	predictor
ENSG00000100138	predictor
ENSG00000100139	predictor
ENSG00000100142	predictor
ENSG00000100146	predictor
ENSG00000100147	predictor
ENSG00000100150	predictor
ENSG00000100151	predictor
ENSG00000100154	predictor
ENSG00000100156	predictor
ENSG00000100162	predictor
ENSG00000100167	predictor
ENSG00000100170	predictor
ENSG00000100196	predictor
ENSG00000100197	predictor
ENSG00000100201	predictor
ENSG00000100206	predictor
ENSG00000100207	predictor
ENSG00000100209	predictor
ENSG00000100211	predictor
ENSG00000100216	predictor
ENSG00000100218	predictor
ENSG00000100219	predictor
ENSG00000100220	predictor
ENSG00000100221	predictor
ENSG00000100225	predictor
ENSG00000100226	predictor
ENSG00000100227	predictor
ENSG00000100228	predictor
ENSG00000100234	predictor
ENSG00000100239	predictor
ENSG00000100241	predictor
ENSG00000100242	predictor
ENSG00000100243	predictor
ENSG00000100246	predictor
ENSG00000100253	predictor
ENSG00000100258	predictor
ENSG00000100263	predictor
ENSG00000100266	predictor
ENSG00000100271	predictor
ENSG00000100276	predictor
ENSG00000100280	predictor
ENSG00000100281	predictor
ENSG00000100284	predictor
ENSG00000100285	predictor
ENSG00000100288	predictor
ENSG00000100290	predictor
ENSG00000100292	predictor
ENSG00000100294	predictor
ENSG00000100296	predictor
ENSG00000100297	predictor
ENSG00000100299	predictor
ENSG00000100300	predictor
ENSG00000100304	predictor
ENSG00000100307	predictor
ENSG00000100311	predictor
ENSG00000100316	predictor
ENSG00000100319	predictor
ENSG00000100320	predictor
ENSG00000100321	predictor
ENSG00000100324	predictor
ENSG00000100325	predictor
ENSG00000100330	predictor
ENSG00000100335	predictor
ENSG00000100336	predictor
ENSG00000100341	predictor
ENSG00000100342	predictor
ENSG00000100344	predictor
ENSG00000100345	predictor
ENSG00000100347	predictor
ENSG00000100348	predictor
ENSG00000100350	predictor
ENSG00000100351	predictor
ENSG00000100353	predictor
ENSG00000100354	predictor
ENSG00000100359	predictor
ENSG00000100360	predictor
ENSG00000100364	predictor
ENSG00000100365	predictor
ENSG00000100368	predictor
ENSG00000100372	predictor
ENSG00000100376	predictor
ENSG00000100379	predictor
ENSG00000100380	predictor
ENSG00000100385	predictor
ENSG00000100387	predictor
ENSG00000100393	predictor
ENSG00000100395	predictor
ENSG00000100399	predictor
ENSG00000100401	predictor
ENSG00000100403	predictor
ENSG00000100410	predictor
ENSG00000100412	predictor
ENSG00000100413	predictor
ENSG00000100416	predictor
ENSG00000100417	predictor
ENSG00000100418	predictor
ENSG00000100422	predictor
ENSG00000100425	predictor
ENSG00000100426	predictor
ENSG00000100427	predictor
ENSG00000100429	predictor
ENSG00000100433	predictor
ENSG00000100439	predictor
ENSG00000100441	predictor
ENSG00000100442	predictor
ENSG00000100445	predictor
ENSG00000100450	predictor
ENSG00000100453	predictor
ENSG00000100461	predictor
ENSG00000100462	predictor
ENSG00000100473	predictor
ENSG00000100478	predictor
ENSG00000100479	predictor
ENSG00000100483	predictor
ENSG00000100485	predictor
ENSG00000100490	predictor
ENSG00000100503	predictor
ENSG00000100504	predictor
ENSG00000100505	predictor
ENSG00000100519	predictor
ENSG00000100522	predictor
ENSG00000100523	predictor
ENSG00000100528	predictor
ENSG00000100532	predictor
ENSG00000100554	predictor
ENSG00000100557	predictor
ENSG00000100558	predictor
ENSG00000100564	predictor
ENSG00000100567	predictor
ENSG00000100568	predictor
ENSG00000100575	predictor
ENSG00000100577	predictor
ENSG00000100578	predictor
ENSG00000100580	predictor
ENSG00000100583	predictor
ENSG00000100591	predictor
ENSG00000100592	predictor
ENSG00000100596	predictor
ENSG00000100599	predictor
ENSG00000100600	predictor
ENSG00000100601	predictor
ENSG00000100603	predictor
ENSG00000100604	predictor
ENSG00000100605	predictor
ENSG00000100612	predictor
ENSG00000100614	predictor
ENSG00000100625	predictor
ENSG00000100626	predictor
ENSG00000100628	predictor
ENSG00000100629	predictor
ENSG00000100632	predictor
ENSG00000100644	predictor
ENSG00000100647	predictor
ENSG00000100650	predictor
ENSG00000100652	predictor
ENSG00000100664	predictor
ENSG00000100697	predictor
ENSG00000100711	predictor
ENSG00000100714	predictor
ENSG00000100721	predictor
ENSG00000100722	predictor
ENSG00000100726	predictor
ENSG00000100731	predictor
ENSG00000100739	predictor
ENSG00000100744	predictor
ENSG00000100749	predictor
ENSG00000100764	predictor
ENSG00000100767	predictor
ENSG00000100784	predictor
ENSG00000100796	predictor
ENSG00000100802	predictor
ENSG00000100804	predictor
ENSG00000100811	predictor
ENSG00000100813	predictor
ENSG00000100814	predictor
ENSG00000100815	predictor
ENSG00000100823	predictor
ENSG00000100836	predictor
ENSG00000100842	predictor
ENSG00000100852	predictor
ENSG00000100865	predictor
ENSG00000100867	predictor
ENSG00000100883	predictor
ENSG00000100888	predictor
ENSG00000100889	predictor
ENSG00000100890	predictor
ENSG00000100897	predictor
ENSG00000100902	predictor
ENSG00000100906	predictor
ENSG00000100908	predictor
ENSG00000100911	predictor
ENSG00000100916	predictor
ENSG00000100918	predictor
ENSG00000100926	predictor
ENSG00000100934	predictor
ENSG00000100938	predictor
ENSG00000100941	predictor
ENSG00000100949	predictor
ENSG00000100968	predictor
ENSG00000100979	predictor
ENSG00000100982	predictor
ENSG00000100983	predictor
ENSG00000100985	predictor
ENSG00000100991	predictor
ENSG00000100994	predictor
ENSG00000100997	predictor
ENSG00000101000	predictor
ENSG00000101003	predictor
ENSG00000101004	predictor
ENSG00000101017	predictor
ENSG00000101019	predictor
ENSG00000101040	predictor
ENSG00000101049	predictor
ENSG00000101052	predictor
ENSG00000101057	predictor
ENSG00000101076	predictor
ENSG00000101079	predictor
ENSG00000101082	predictor
ENSG00000101084	predictor
ENSG00000101096	predictor
ENSG00000101104	predictor
ENSG00000101109	predictor
ENSG00000101115	predictor
ENSG00000101126	predictor
ENSG00000101132	predictor
ENSG00000101138	predictor
ENSG00000101144	predictor
ENSG00000101146	predictor
ENSG00000101150	predictor
ENSG00000101152	predictor
ENSG00000101158	predictor
ENSG00000101160	predictor
ENSG00000101161	predictor
ENSG00000101162	predictor
ENSG00000101166	predictor
ENSG00000101181	predictor
ENSG00000101182	predictor
ENSG00000101187	predictor
ENSG00000101189	predictor
ENSG00000101190	predictor
ENSG00000101191	predictor
ENSG00000101193	predictor
ENSG00000101194	predictor
ENSG00000101199	predictor
ENSG00000101203	predictor
ENSG00000101210	predictor
ENSG00000101213	predictor
ENSG00000101216	predictor
ENSG00000101220	predictor
ENSG00000101222	predictor
ENSG00000101224	predictor
ENSG00000101236	predictor
ENSG00000101246	predictor
ENSG00000101247	predictor
ENSG00000101255	predictor
ENSG00000101265	predictor
ENSG00000101266	predictor
ENSG00000101276	predictor
ENSG00000101280	predictor
ENSG00000101290	predictor
ENSG00000101294	predictor
ENSG00000101298	predictor
ENSG00000101307	predictor
ENSG00000101310	predictor
ENSG00000101311	predictor
ENSG00000101333	predictor
ENSG00000101335	predictor
ENSG00000101336	predictor
ENSG00000101337	predictor
ENSG00000101342	predictor
ENSG00000101343	predictor
ENSG00000101346	predictor
ENSG00000101347	predictor
ENSG00000101350	predictor
ENSG00000101353	predictor
ENSG00000101361	predictor
ENSG00000101363	predictor
ENSG00000101365	predictor
ENSG00000101367	predictor
ENSG00000101384	predictor
ENSG00000101391	predictor
ENSG00000101400	predictor
ENSG00000101407	predictor
ENSG00000101412	predictor
ENSG00000101413	predictor
ENSG00000101417	predictor
ENSG00000101421	predictor
ENSG00000101425	predictor
ENSG00000101439	predictor
ENSG00000101442	predictor
ENSG00000101443	predictor
ENSG00000101444	predictor
ENSG00000101445	predictor
ENSG00000101447	predictor
ENSG00000101448	predictor
ENSG00000101452	predictor
ENSG00000101457	predictor
ENSG00000101460	predictor
ENSG00000101464	predictor
ENSG00000101473	predictor
ENSG00000101474	predictor
ENSG00000101489	predictor
ENSG00000101493	predictor
ENSG00000101544	predictor
ENSG00000101546	predictor
ENSG00000101557	predictor
ENSG00000101558	predictor
ENSG00000101574	predictor
ENSG00000101577	predictor
ENSG00000101596	predictor
ENSG00000101605	predictor
ENSG00000101608	predictor
ENSG00000101624	predictor
ENSG00000101638	predictor
ENSG00000101639	predictor
ENSG00000101654	predictor
ENSG00000101665	predictor
ENSG00000101670	predictor
ENSG00000101680	predictor
ENSG00000101695	predictor
ENSG00000101745	predictor
ENSG00000101751	predictor
ENSG00000101752	predictor
ENSG00000101773	predictor
ENSG00000101782	predictor
ENSG00000101811	predictor
ENSG00000101825	predictor
ENSG00000101842	predictor
ENSG00000101843	predictor
ENSG00000101844	predictor
ENSG00000101846	predictor
ENSG00000101849	predictor
ENSG00000101850	predictor
ENSG00000101856	predictor
ENSG00000101868	predictor
ENSG00000101871	predictor
ENSG00000101882	predictor
ENSG00000101888	predictor
ENSG00000101890	predictor
ENSG00000101892	predictor
ENSG00000101901	predictor
ENSG00000101911	predictor
ENSG00000101916	predictor
ENSG00000101928	predictor
ENSG00000101935	predictor
ENSG00000101940	predictor
ENSG00000101945	predictor
ENSG00000101966	predictor
ENSG00000101972	predictor
ENSG00000101974	predictor
ENSG00000101986	predictor
ENSG00000101997	predictor
ENSG00000102001	predictor
ENSG00000102003	predictor
ENSG00000102007	predictor
ENSG00000102010	predictor
ENSG00000102024	predictor
ENSG00000102030	predictor
ENSG00000102032	predictor
ENSG00000102034	predictor
ENSG00000102038	predictor
ENSG00000102043	predictor
ENSG00000102048	predictor
ENSG00000102053	predictor
ENSG00000102054	predictor
ENSG00000102057	predictor
ENSG00000102078	predictor
ENSG00000102081	predictor
ENSG00000102096	predictor
ENSG00000102100	predictor
ENSG00000102103	predictor
ENSG00000102104	predictor
ENSG00000102109	predictor
ENSG00000102119	predictor
ENSG00000102125	predictor
ENSG00000102144	predictor
ENSG00000102158	predictor
ENSG00000102172	predictor
ENSG00000102174	predictor
ENSG00000102178	predictor
ENSG00000102181	predictor
ENSG00000102189	predictor
ENSG00000102218	predictor
ENSG00000102221	predictor
ENSG00000102225	predictor
ENSG00000102226	predictor
ENSG00000102230	predictor
ENSG00000102241	predictor
ENSG00000102243	predictor
ENSG00000102245	predictor
ENSG00000102265	predictor
ENSG00000102287	predictor
ENSG00000102290	predictor
ENSG00000102302	predictor
ENSG00000102309	predictor
ENSG00000102312	predictor
ENSG00000102313	predictor
ENSG00000102316	predictor
ENSG00000102317	predictor
ENSG00000102349	predictor
ENSG00000102359	predictor
ENSG00000102362	predictor
ENSG00000102383	predictor
ENSG00000102384	predictor
ENSG00000102390	predictor
ENSG00000102393	predictor
ENSG00000102401	predictor
ENSG00000102409	predictor
ENSG00000102445	predictor
ENSG00000102452	predictor
ENSG00000102466	predictor
ENSG00000102471	predictor
ENSG00000102524	predictor
ENSG00000102531	predictor
ENSG00000102543	predictor
ENSG00000102547	predictor
ENSG00000102554	predictor
ENSG00000102572	predictor
ENSG00000102575	predictor
ENSG00000102580	predictor
ENSG00000102595	predictor
ENSG00000102606	predictor
ENSG00000102678	predictor
ENSG00000102699	predictor
ENSG00000102710	predictor
ENSG00000102738	predictor
ENSG00000102743	predictor
ENSG00000102753	predictor
ENSG00000102755	predictor
ENSG00000102760	predictor
ENSG00000102763	predictor
ENSG00000102780	predictor
ENSG00000102781	predictor
ENSG00000102786	predictor
ENSG00000102794	predictor
ENSG00000102796	predictor
ENSG00000102804	predictor
ENSG00000102805	predictor
ENSG00000102854	predictor
ENSG00000102858	predictor
ENSG00000102870	predictor
ENSG00000102871	predictor
ENSG00000102878	predictor
ENSG00000102879	predictor
ENSG00000102882	predictor
ENSG00000102886	predictor
ENSG00000102890	predictor
ENSG00000102893	predictor
ENSG00000102897	predictor
ENSG00000102898	predictor
ENSG00000102900	predictor
ENSG00000102901	predictor
ENSG00000102904	predictor
ENSG00000102908	predictor
ENSG00000102910	predictor
ENSG00000102921	predictor
ENSG00000102931	predictor
ENSG00000102934	predictor
ENSG00000102962	predictor
ENSG00000102967	predictor
ENSG00000102970	predictor
ENSG00000102974	predictor
ENSG00000102977	predictor
ENSG00000102978	predictor
ENSG00000102981	predictor
ENSG00000102984	predictor
ENSG00000102996	predictor
ENSG00000103005	predictor
ENSG00000103018	predictor
ENSG00000103021	predictor
ENSG00000103024	predictor
ENSG00000103034	predictor
ENSG00000103035	predictor
ENSG00000103037	predictor
ENSG00000103042	predictor
ENSG00000103043	predictor
ENSG00000103044	predictor
ENSG00000103047	predictor
ENSG00000103051	predictor
ENSG00000103056	predictor
ENSG00000103061	predictor
ENSG00000103064	predictor
ENSG00000103066	predictor
ENSG00000103067	predictor
ENSG00000103089	predictor
ENSG00000103091	predictor
ENSG00000103111	predictor
ENSG00000103121	predictor
ENSG00000103126	predictor
ENSG00000103145	predictor
ENSG00000103148	predictor
ENSG00000103150	predictor
ENSG00000103152	predictor
ENSG00000103154	predictor
ENSG00000103160	predictor
ENSG00000103168	predictor
ENSG00000103174	predictor
ENSG00000103175	predictor
ENSG00000103184	predictor
ENSG00000103187	predictor
ENSG00000103194	predictor
ENSG00000103196	predictor
ENSG00000103197	predictor
ENSG00000103199	predictor
ENSG00000103202	predictor
ENSG00000103222	predictor
ENSG00000103226	predictor
ENSG00000103227	predictor
ENSG00000103245	predictor
ENSG00000103248	predictor
ENSG00000103249	predictor
ENSG00000103253	predictor
ENSG00000103254	predictor
ENSG00000103257	predictor
ENSG00000103260	predictor
ENSG00000103264	predictor
ENSG00000103266	predictor
ENSG00000103269	predictor
ENSG00000103274	predictor
ENSG00000103275	predictor
ENSG00000103310	predictor
ENSG00000103313	predictor
ENSG00000103316	predictor
ENSG00000103319	predictor
ENSG00000103326	predictor
ENSG00000103335	predictor
ENSG00000103342	predictor
ENSG00000103343	predictor
ENSG00000103351	predictor
ENSG00000103353	predictor
ENSG00000103356	predictor
ENSG00000103363	predictor
ENSG00000103365	predictor
ENSG00000103381	predictor
ENSG00000103404	predictor
ENSG00000103415	predictor
ENSG00000103423	predictor
ENSG00000103426	predictor
ENSG00000103429	predictor
ENSG00000103460	predictor
ENSG00000103479	predictor
ENSG00000103485	predictor
ENSG00000103489	predictor
ENSG00000103490	predictor
ENSG00000103494	predictor
ENSG00000103495	predictor
ENSG00000103496	predictor
ENSG00000103502	predictor
ENSG00000103507	predictor
ENSG00000103510	predictor
ENSG00000103512	predictor
ENSG00000103522	predictor
ENSG00000103528	predictor
ENSG00000103534	predictor
ENSG00000103540	predictor
ENSG00000103544	predictor
ENSG00000103549	predictor
ENSG00000103550	predictor
ENSG00000103569	predictor
ENSG00000103591	predictor
ENSG00000103599	predictor
ENSG00000103642	predictor
ENSG00000103647	predictor
ENSG00000103653	predictor
ENSG00000103657	predictor
ENSG00000103671	predictor
ENSG00000103707	predictor
ENSG00000103723	predictor
ENSG00000103740	predictor
ENSG00000103769	predictor
ENSG00000103811	predictor
ENSG00000103852	predictor
ENSG00000103855	predictor
ENSG00000103876	predictor
ENSG00000103888	predictor
ENSG00000103932	predictor
ENSG00000103942	predictor
ENSG00000103966	predictor
ENSG00000103978	predictor
ENSG00000103994	predictor
ENSG00000103995	predictor
ENSG00000104043	predictor
ENSG00000104047	predictor
ENSG00000104064	predictor
ENSG00000104067	predictor
ENSG00000104081	predictor
ENSG00000104093	predictor
ENSG00000104112	predictor
ENSG00000104129	predictor
ENSG00000104131	predictor
ENSG00000104133	predictor
ENSG00000104140	predictor
ENSG00000104142	predictor
ENSG00000104147	predictor
ENSG00000104154	predictor
ENSG00000104164	predictor
ENSG00000104177	predictor
ENSG00000104205	predictor
ENSG00000104213	predictor
ENSG00000104218	predictor
ENSG00000104219	predictor
ENSG00000104221	predictor
ENSG00000104228	predictor
ENSG00000104231	predictor
ENSG00000104237	predictor
ENSG00000104267	predictor
ENSG00000104290	predictor
ENSG00000104299	predictor
ENSG00000104312	predictor
ENSG00000104313	predictor
ENSG00000104320	predictor
ENSG00000104321	predictor
ENSG00000104324	predictor
ENSG00000104325	predictor
ENSG00000104327	predictor
ENSG00000104331	predictor
ENSG00000104332	predictor
ENSG00000104341	predictor
ENSG00000104343	predictor
ENSG00000104356	predictor
ENSG00000104361	predictor
ENSG00000104365	predictor
ENSG00000104368	predictor
ENSG00000104369	predictor
ENSG00000104375	predictor
ENSG00000104381	predictor
ENSG00000104388	predictor
ENSG00000104408	predictor
ENSG00000104412	predictor
ENSG00000104413	predictor
ENSG00000104415	predictor
ENSG00000104419	predictor
ENSG00000104427	predictor
ENSG00000104432	predictor
ENSG00000104442	predictor
ENSG00000104447	predictor
ENSG00000104450	predictor
ENSG00000104472	predictor
ENSG00000104490	predictor
ENSG00000104497	predictor
ENSG00000104517	predictor
ENSG00000104518	predictor
ENSG00000104522	predictor
ENSG00000104524	predictor
ENSG00000104529	predictor
ENSG00000104537	predictor
ENSG00000104549	predictor
ENSG00000104611	predictor
ENSG00000104613	predictor
ENSG00000104626	predictor
ENSG00000104635	predictor
ENSG00000104643	predictor
ENSG00000104660	predictor
ENSG00000104671	predictor
ENSG00000104679	predictor
ENSG00000104687	predictor
ENSG00000104689	predictor
ENSG00000104691	predictor
ENSG00000104695	predictor
ENSG00000104714	predictor
ENSG00000104723	predictor
ENSG00000104728	predictor
ENSG00000104731	predictor
ENSG00000104738	predictor
ENSG00000104756	predictor
ENSG00000104763	predictor
ENSG00000104765	predictor
ENSG00000104774	predictor
ENSG00000104783	predictor
ENSG00000104804	predictor
ENSG00000104805	predictor
ENSG00000104812	predictor
ENSG00000104814	predictor
ENSG00000104823	predictor
ENSG00000104824	predictor
ENSG00000104825	predictor
ENSG00000104833	predictor
ENSG00000104835	predictor
ENSG00000104848	predictor
ENSG00000104852	predictor
ENSG00000104853	predictor
ENSG00000104856	predictor
ENSG00000104859	predictor
ENSG00000104863	predictor
ENSG00000104866	predictor
ENSG00000104870	predictor
ENSG00000104872	predictor
ENSG00000104880	predictor
ENSG00000104881	predictor
ENSG00000104883	predictor
ENSG00000104884	predictor
ENSG00000104885	predictor
ENSG00000104886	predictor
ENSG00000104888	predictor
ENSG00000104889	predictor
ENSG00000104892	predictor
ENSG00000104894	predictor
ENSG00000104897	predictor
ENSG00000104899	predictor
ENSG00000104903	predictor
ENSG00000104904	predictor
ENSG00000104907	predictor
ENSG00000104915	predictor
ENSG00000104921	predictor
ENSG00000104936	predictor
ENSG00000104946	predictor
ENSG00000104951	predictor
ENSG00000104957	predictor
ENSG00000104960	predictor
ENSG00000104964	predictor
ENSG00000104967	predictor
ENSG00000104969	predictor
ENSG00000104972	predictor
ENSG00000104973	predictor
ENSG00000104974	predictor
ENSG00000104976	predictor
ENSG00000104979	predictor
ENSG00000104980	predictor
ENSG00000104983	predictor
ENSG00000104998	predictor
ENSG00000105011	predictor
ENSG00000105048	predictor
ENSG00000105053	predictor
ENSG00000105058	predictor
ENSG00000105063	predictor
ENSG00000105072	predictor
ENSG00000105085	predictor
ENSG00000105088	predictor
ENSG00000105122	predictor
ENSG00000105127	predictor
ENSG00000105131	predictor
ENSG00000105135	predictor
ENSG00000105136	predictor
ENSG00000105141	predictor
ENSG00000105143	predictor
ENSG00000105146	predictor
ENSG00000105171	predictor
ENSG00000105173	predictor
ENSG00000105176	predictor
ENSG00000105185	predictor
ENSG00000105186	predictor
ENSG00000105193	predictor
ENSG00000105197	predictor
ENSG00000105202	predictor
ENSG00000105204	predictor
ENSG00000105220	predictor
ENSG00000105221	predictor
ENSG00000105223	predictor
ENSG00000105227	predictor
ENSG00000105229	predictor
ENSG00000105245	predictor
ENSG00000105246	predictor
ENSG00000105248	predictor
ENSG00000105254	predictor
ENSG00000105255	predictor
ENSG00000105258	predictor
ENSG00000105270	predictor
ENSG00000105278	predictor
ENSG00000105281	predictor
ENSG00000105287	predictor
ENSG00000105289	predictor
ENSG00000105290	predictor
ENSG00000105298	predictor
ENSG00000105321	predictor
ENSG00000105323	predictor
ENSG00000105325	predictor
ENSG00000105327	predictor
ENSG00000105329	predictor
ENSG00000105339	predictor
ENSG00000105341	predictor
ENSG00000105352	predictor
ENSG00000105355	predictor
ENSG00000105357	predictor
ENSG00000105364	predictor
ENSG00000105366	predictor
ENSG00000105369	predictor
ENSG00000105371	predictor
ENSG00000105372	predictor
ENSG00000105373	predictor
ENSG00000105374	predictor
ENSG00000105376	predictor
ENSG00000105379	predictor
ENSG00000105383	predictor
ENSG00000105388	predictor
ENSG00000105392	predictor
ENSG00000105393	predictor
ENSG00000105397	predictor
ENSG00000105398	predictor
ENSG00000105401	predictor
ENSG00000105402	predictor
ENSG00000105404	predictor
ENSG00000105409	predictor
ENSG00000105419	predictor
ENSG00000105426	predictor
ENSG00000105427	predictor
ENSG00000105429	predictor
ENSG00000105438	predictor
ENSG00000105443	predictor
ENSG00000105447	predictor
ENSG00000105464	predictor
ENSG00000105479	predictor
ENSG00000105483	predictor
ENSG00000105486	predictor
ENSG00000105492	predictor
ENSG00000105497	predictor
ENSG00000105499	predictor
ENSG00000105501	predictor
ENSG00000105509	predictor
ENSG00000105514	predictor
ENSG00000105516	predictor
ENSG00000105518	predictor
ENSG00000105519	predictor
ENSG00000105520	predictor
ENSG00000105523	predictor
ENSG00000105538	predictor
ENSG00000105552	predictor
ENSG00000105556	predictor
ENSG00000105559	predictor
ENSG00000105568	predictor
ENSG00000105576	predictor
ENSG00000105583	predictor
ENSG00000105607	predictor
ENSG00000105609	predictor
ENSG00000105612	predictor
ENSG00000105613	predictor
ENSG00000105617	predictor
ENSG00000105618	predictor
ENSG00000105619	predictor
ENSG00000105639	predictor
ENSG00000105640	predictor
ENSG00000105641	predictor
ENSG00000105643	predictor
ENSG00000105647	predictor
ENSG00000105649	predictor
ENSG00000105650	predictor
ENSG00000105655	predictor
ENSG00000105656	predictor
ENSG00000105662	predictor
ENSG00000105664	predictor
ENSG00000105669	predictor
ENSG00000105671	predictor
ENSG00000105676	predictor
ENSG00000105677	predictor
ENSG00000105679	predictor
ENSG00000105697	predictor
ENSG00000105698	predictor
ENSG00000105699	predictor
ENSG00000105700	predictor
ENSG00000105701	predictor
ENSG00000105705	predictor
ENSG00000105707	predictor
ENSG00000105708	predictor
ENSG00000105711	predictor
ENSG00000105717	predictor
ENSG00000105722	predictor
ENSG00000105723	predictor
ENSG00000105726	predictor
ENSG00000105732	predictor
ENSG00000105738	predictor
ENSG00000105750	predictor
ENSG00000105755	predictor
ENSG00000105767	predictor
ENSG00000105771	predictor
ENSG00000105778	predictor
ENSG00000105784	predictor
ENSG00000105792	predictor
ENSG00000105793	predictor
ENSG00000105808	predictor
ENSG00000105810	predictor
ENSG00000105819	predictor
ENSG00000105821	predictor
ENSG00000105825	predictor
ENSG00000105829	predictor
ENSG00000105835	predictor
ENSG00000105849	predictor
ENSG00000105851	predictor
ENSG00000105852	predictor
ENSG00000105854	predictor
ENSG00000105855	predictor
ENSG00000105856	predictor
ENSG00000105865	predictor
ENSG00000105866	predictor
ENSG00000105875	predictor
ENSG00000105877	predictor
ENSG00000105879	predictor
ENSG00000105887	predictor
ENSG00000105894	predictor
ENSG00000105926	predictor
ENSG00000105928	predictor
ENSG00000105929	predictor
ENSG00000105939	predictor
ENSG00000105948	predictor
ENSG00000105953	predictor
ENSG00000105963	predictor
ENSG00000105967	predictor
ENSG00000105968	predictor
ENSG00000105971	predictor
ENSG00000105976	predictor
ENSG00000105982	predictor
ENSG00000105983	predictor
ENSG00000105993	predictor
ENSG00000106003	predictor
ENSG00000106009	predictor
ENSG00000106012	predictor
ENSG00000106018	predictor
ENSG00000106025	predictor
ENSG00000106028	predictor
ENSG00000106034	predictor
ENSG00000106049	predictor
ENSG00000106052	predictor
ENSG00000106066	predictor
ENSG00000106069	predictor
ENSG00000106070	predictor
ENSG00000106077	predictor
ENSG00000106078	predictor
ENSG00000106080	predictor
ENSG00000106086	predictor
ENSG00000106089	predictor
ENSG00000106100	predictor
ENSG00000106105	predictor
ENSG00000106113	predictor
ENSG00000106123	predictor
ENSG00000106125	predictor
ENSG00000106144	predictor
ENSG00000106153	predictor
ENSG00000106211	predictor
ENSG00000106244	predictor
ENSG00000106245	predictor
ENSG00000106246	predictor
ENSG00000106258	predictor
ENSG00000106261	predictor
ENSG00000106263	predictor
ENSG00000106266	predictor
ENSG00000106268	predictor
ENSG00000106278	predictor
ENSG00000106290	predictor
ENSG00000106299	predictor
ENSG00000106302	predictor
ENSG00000106305	predictor
ENSG00000106327	predictor
ENSG00000106330	predictor
ENSG00000106333	predictor
ENSG00000106336	predictor
ENSG00000106344	predictor
ENSG00000106346	predictor
ENSG00000106348	predictor
ENSG00000106351	predictor
ENSG00000106355	predictor
ENSG00000106366	predictor
ENSG00000106367	predictor
ENSG00000106384	predictor
ENSG00000106392	predictor
ENSG00000106397	predictor
ENSG00000106399	predictor
ENSG00000106400	predictor
ENSG00000106404	predictor
ENSG00000106415	predictor
ENSG00000106443	predictor
ENSG00000106459	predictor
ENSG00000106460	predictor
ENSG00000106462	predictor
ENSG00000106477	predictor
ENSG00000106479	predictor
ENSG00000106483	predictor
ENSG00000106484	predictor
ENSG00000106524	predictor
ENSG00000106526	predictor
ENSG00000106537	predictor
ENSG00000106538	predictor
ENSG00000106541	predictor
ENSG00000106546	predictor
ENSG00000106554	predictor
ENSG00000106560	predictor
ENSG00000106565	predictor
ENSG00000106571	predictor
ENSG00000106588	predictor
ENSG00000106591	predictor
ENSG00000106603	predictor
ENSG00000106605	predictor
ENSG00000106608	predictor
ENSG00000106609	predictor
ENSG00000106615	predictor
ENSG00000106617	predictor
ENSG00000106624	predictor
ENSG00000106628	predictor
ENSG00000106633	predictor
ENSG00000106635	predictor
ENSG00000106636	predictor
ENSG00000106638	predictor
ENSG00000106665	predictor
ENSG00000106682	predictor
ENSG00000106683	predictor
ENSG00000106686	predictor
ENSG00000106688	predictor
ENSG00000106692	predictor
ENSG00000106701	predictor
ENSG00000106714	predictor
ENSG00000106723	predictor
ENSG00000106733	predictor
ENSG00000106771	predictor
ENSG00000106772	predictor
ENSG00000106780	predictor
ENSG00000106785	predictor
ENSG00000106789	predictor
ENSG00000106799	predictor
ENSG00000106803	predictor
ENSG00000106804	predictor
ENSG00000106809	predictor
ENSG00000106819	predictor
ENSG00000106823	predictor
ENSG00000106829	predictor
ENSG00000106852	predictor
ENSG00000106853	predictor
ENSG00000106868	predictor
ENSG00000106948	predictor
ENSG00000106952	predictor
ENSG00000106976	predictor
ENSG00000106991	predictor
ENSG00000106992	predictor
ENSG00000106993	predictor
ENSG00000107020	predictor
ENSG00000107021	predictor
ENSG00000107036	predictor
ENSG00000107077	predictor
ENSG00000107099	predictor
ENSG00000107104	predictor
ENSG00000107105	predictor
ENSG00000107130	predictor
ENSG00000107140	predictor
ENSG00000107147	predictor
ENSG00000107164	predictor
ENSG00000107175	predictor
ENSG00000107185	predictor
ENSG00000107186	predictor
ENSG00000107201	predictor
ENSG00000107223	predictor
ENSG00000107242	predictor
ENSG00000107249	predictor
ENSG00000107262	predictor
ENSG00000107263	predictor
ENSG00000107281	predictor
ENSG00000107282	predictor
ENSG00000107290	predictor
ENSG00000107317	predictor
ENSG00000107331	predictor
ENSG00000107338	predictor
ENSG00000107341	predictor
ENSG00000107362	predictor
ENSG00000107371	predictor
ENSG00000107372	predictor
