col	role
ENSG00000159374	predictor
ENSG00000159377	predictor
ENSG00000159388	predictor
ENSG00000159399	predictor
ENSG00000159403	predictor
ENSG00000159409	predictor
ENSG00000159423	predictor
ENSG00000159433	predictor
ENSG00000159445	predictor
ENSG00000159450	predictor
ENSG00000159459	predictor
ENSG00000159461	predictor
ENSG00000159479	predictor
ENSG00000159496	predictor
ENSG00000159579	predictor
ENSG00000159588	predictor
ENSG00000159592	predictor
ENSG00000159593	predictor
ENSG00000159596	predictor
ENSG00000159618	predictor
ENSG00000159625	predictor
ENSG00000159640	predictor
ENSG00000159648	predictor
ENSG00000159658	predictor
ENSG00000159674	predictor
ENSG00000159685	predictor
ENSG00000159692	predictor
ENSG00000159708	predictor
ENSG00000159713	predictor
ENSG00000159714	predictor
ENSG00000159720	predictor
ENSG00000159733	predictor
ENSG00000159753	predictor
ENSG00000159761	predictor
ENSG00000159763	predictor
ENSG00000159784	predictor
ENSG00000159788	predictor
ENSG00000159792	predictor
ENSG00000159840	predictor
ENSG00000159842	predictor
ENSG00000159871	predictor
ENSG00000159873	predictor
ENSG00000159882	predictor
ENSG00000159884	predictor
ENSG00000159885	predictor
ENSG00000159899	predictor
ENSG00000159905	predictor
ENSG00000159915	predictor
ENSG00000159917	predictor
ENSG00000159921	predictor
ENSG00000159958	predictor
ENSG00000159961	predictor
ENSG00000160007	predictor
ENSG00000160013	predictor
ENSG00000160014	predictor
ENSG00000160049	predictor
ENSG00000160050	predictor
ENSG00000160051	predictor
ENSG00000160055	predictor
ENSG00000160058	predictor
ENSG00000160062	predictor
ENSG00000160072	predictor
ENSG00000160075	predictor
ENSG00000160087	predictor
ENSG00000160094	predictor
ENSG00000160097	predictor
ENSG00000160111	predictor
ENSG00000160113	predictor
ENSG00000160117	predictor
ENSG00000160124	predictor
ENSG00000160131	predictor
ENSG00000160145	predictor
ENSG00000160179	predictor
ENSG00000160180	predictor
ENSG00000160182	predictor
ENSG00000160183	predictor
ENSG00000160185	predictor
ENSG00000160188	predictor
ENSG00000160190	predictor
ENSG00000160191	predictor
ENSG00000160193	predictor
ENSG00000160194	predictor
ENSG00000160199	predictor
ENSG00000160200	predictor
ENSG00000160201	predictor
ENSG00000160207	predictor
ENSG00000160208	predictor
ENSG00000160209	predictor
ENSG00000160211	predictor
ENSG00000160213	predictor
ENSG00000160214	predictor
ENSG00000160216	predictor
ENSG00000160218	predictor
ENSG00000160219	predictor
ENSG00000160221	predictor
ENSG00000160223	predictor
ENSG00000160224	predictor
ENSG00000160226	predictor
ENSG00000160229	predictor
ENSG00000160233	predictor
ENSG00000160255	predictor
ENSG00000160256	predictor
ENSG00000160271	predictor
ENSG00000160284	predictor
ENSG00000160285	predictor
ENSG00000160293	predictor
ENSG00000160294	predictor
ENSG00000160298	predictor
ENSG00000160299	predictor
ENSG00000160305	predictor
ENSG00000160307	predictor
ENSG00000160310	predictor
ENSG00000160321	predictor
ENSG00000160323	predictor
ENSG00000160325	predictor
ENSG00000160326	predictor
ENSG00000160336	predictor
ENSG00000160345	predictor
ENSG00000160352	predictor
ENSG00000160360	predictor
ENSG00000160392	predictor
ENSG00000160401	predictor
ENSG00000160404	predictor
ENSG00000160408	predictor
ENSG00000160410	predictor
ENSG00000160439	predictor
ENSG00000160445	predictor
ENSG00000160446	predictor
ENSG00000160447	predictor
ENSG00000160460	predictor
ENSG00000160471	predictor
ENSG00000160472	predictor
ENSG00000160539	predictor
ENSG00000160551	predictor
ENSG00000160563	predictor
ENSG00000160570	predictor
ENSG00000160584	predictor
ENSG00000160588	predictor
ENSG00000160593	predictor
ENSG00000160602	predictor
ENSG00000160606	predictor
ENSG00000160613	predictor
ENSG00000160633	predictor
ENSG00000160654	predictor
ENSG00000160678	predictor
ENSG00000160679	predictor
ENSG00000160683	predictor
ENSG00000160685	predictor
ENSG00000160688	predictor
ENSG00000160691	predictor
ENSG00000160695	predictor
ENSG00000160703	predictor
ENSG00000160710	predictor
ENSG00000160712	predictor
ENSG00000160714	predictor
ENSG00000160716	predictor
ENSG00000160741	predictor
ENSG00000160746	predictor
ENSG00000160752	predictor
ENSG00000160753	predictor
ENSG00000160767	predictor
ENSG00000160781	predictor
ENSG00000160783	predictor
ENSG00000160785	predictor
ENSG00000160789	predictor
ENSG00000160791	predictor
ENSG00000160796	predictor
ENSG00000160799	predictor
ENSG00000160803	predictor
ENSG00000160808	predictor
ENSG00000160813	predictor
ENSG00000160818	predictor
ENSG00000160838	predictor
ENSG00000160856	predictor
ENSG00000160862	predictor
ENSG00000160867	predictor
ENSG00000160877	predictor
ENSG00000160882	predictor
ENSG00000160883	predictor
ENSG00000160886	predictor
ENSG00000160888	predictor
ENSG00000160908	predictor
ENSG00000160917	predictor
ENSG00000160932	predictor
ENSG00000160948	predictor
ENSG00000160949	predictor
ENSG00000160953	predictor
ENSG00000160957	predictor
ENSG00000160959	predictor
ENSG00000160961	predictor
ENSG00000160972	predictor
ENSG00000160991	predictor
ENSG00000160993	predictor
ENSG00000160999	predictor
ENSG00000161010	predictor
ENSG00000161011	predictor
ENSG00000161013	predictor
ENSG00000161016	predictor
ENSG00000161021	predictor
ENSG00000161036	predictor
ENSG00000161040	predictor
ENSG00000161048	predictor
ENSG00000161055	predictor
ENSG00000161057	predictor
ENSG00000161082	predictor
ENSG00000161091	predictor
ENSG00000161133	predictor
ENSG00000161179	predictor
ENSG00000161202	predictor
ENSG00000161203	predictor
ENSG00000161204	predictor
ENSG00000161217	predictor
ENSG00000161243	predictor
ENSG00000161249	predictor
ENSG00000161265	predictor
ENSG00000161267	predictor
ENSG00000161270	predictor
ENSG00000161277	predictor
ENSG00000161281	predictor
ENSG00000161298	predictor
ENSG00000161328	predictor
ENSG00000161381	predictor
ENSG00000161395	predictor
ENSG00000161405	predictor
ENSG00000161509	predictor
ENSG00000161513	predictor
ENSG00000161526	predictor
ENSG00000161533	predictor
ENSG00000161542	predictor
ENSG00000161544	predictor
ENSG00000161547	predictor
ENSG00000161551	predictor
ENSG00000161558	predictor
ENSG00000161618	predictor
ENSG00000161634	predictor
ENSG00000161638	predictor
ENSG00000161640	predictor
ENSG00000161642	predictor
ENSG00000161647	predictor
ENSG00000161652	predictor
ENSG00000161653	predictor
ENSG00000161654	predictor
ENSG00000161664	predictor
ENSG00000161671	predictor
ENSG00000161677	predictor
ENSG00000161681	predictor
ENSG00000161682	predictor
ENSG00000161692	predictor
ENSG00000161714	predictor
ENSG00000161791	predictor
ENSG00000161798	predictor
ENSG00000161800	predictor
ENSG00000161813	predictor
ENSG00000161835	predictor
ENSG00000161847	predictor
ENSG00000161888	predictor
ENSG00000161896	predictor
ENSG00000161904	predictor
ENSG00000161905	predictor
ENSG00000161914	predictor
ENSG00000161920	predictor
ENSG00000161921	predictor
ENSG00000161929	predictor
ENSG00000161955	predictor
ENSG00000161956	predictor
ENSG00000161958	predictor
ENSG00000161960	predictor
ENSG00000161970	predictor
ENSG00000161980	predictor
ENSG00000161981	predictor
ENSG00000161996	predictor
ENSG00000161999	predictor
ENSG00000162004	predictor
ENSG00000162006	predictor
ENSG00000162032	predictor
ENSG00000162040	predictor
ENSG00000162062	predictor
ENSG00000162063	predictor
ENSG00000162065	predictor
ENSG00000162066	predictor
ENSG00000162069	predictor
ENSG00000162073	predictor
ENSG00000162076	predictor
ENSG00000162078	predictor
ENSG00000162086	predictor
ENSG00000162104	predictor
ENSG00000162105	predictor
ENSG00000162129	predictor
ENSG00000162139	predictor
ENSG00000162144	predictor
ENSG00000162148	predictor
ENSG00000162174	predictor
ENSG00000162191	predictor
ENSG00000162194	predictor
ENSG00000162222	predictor
ENSG00000162227	predictor
ENSG00000162231	predictor
ENSG00000162236	predictor
ENSG00000162241	predictor
ENSG00000162244	predictor
ENSG00000162267	predictor
ENSG00000162298	predictor
ENSG00000162300	predictor
ENSG00000162302	predictor
ENSG00000162337	predictor
ENSG00000162341	predictor
ENSG00000162365	predictor
ENSG00000162366	predictor
ENSG00000162367	predictor
ENSG00000162368	predictor
ENSG00000162373	predictor
ENSG00000162377	predictor
ENSG00000162378	predictor
ENSG00000162384	predictor
ENSG00000162385	predictor
ENSG00000162390	predictor
ENSG00000162391	predictor
ENSG00000162396	predictor
ENSG00000162398	predictor
ENSG00000162399	predictor
ENSG00000162402	predictor
ENSG00000162407	predictor
ENSG00000162408	predictor
ENSG00000162409	predictor
ENSG00000162413	predictor
ENSG00000162415	predictor
ENSG00000162419	predictor
ENSG00000162426	predictor
ENSG00000162430	predictor
ENSG00000162433	predictor
ENSG00000162434	predictor
ENSG00000162437	predictor
ENSG00000162438	predictor
ENSG00000162441	predictor
ENSG00000162444	predictor
ENSG00000162456	predictor
ENSG00000162458	predictor
ENSG00000162461	predictor
ENSG00000162482	predictor
ENSG00000162490	predictor
ENSG00000162493	predictor
ENSG00000162494	predictor
ENSG00000162496	predictor
ENSG00000162510	predictor
ENSG00000162511	predictor
ENSG00000162512	predictor
ENSG00000162517	predictor
ENSG00000162520	predictor
ENSG00000162521	predictor
ENSG00000162522	predictor
ENSG00000162526	predictor
ENSG00000162542	predictor
ENSG00000162543	predictor
ENSG00000162545	predictor
ENSG00000162551	predictor
ENSG00000162552	predictor
ENSG00000162571	predictor
ENSG00000162572	predictor
ENSG00000162576	predictor
ENSG00000162585	predictor
ENSG00000162591	predictor
ENSG00000162592	predictor
ENSG00000162594	predictor
ENSG00000162598	predictor
ENSG00000162599	predictor
ENSG00000162600	predictor
ENSG00000162601	predictor
ENSG00000162604	predictor
ENSG00000162607	predictor
ENSG00000162613	predictor
ENSG00000162614	predictor
ENSG00000162616	predictor
ENSG00000162618	predictor
ENSG00000162620	predictor
ENSG00000162623	predictor
ENSG00000162627	predictor
ENSG00000162630	predictor
ENSG00000162636	predictor
ENSG00000162639	predictor
ENSG00000162641	predictor
ENSG00000162642	predictor
ENSG00000162643	predictor
ENSG00000162645	predictor
ENSG00000162650	predictor
ENSG00000162654	predictor
ENSG00000162664	predictor
ENSG00000162676	predictor
ENSG00000162688	predictor
ENSG00000162694	predictor
ENSG00000162695	predictor
ENSG00000162702	predictor
ENSG00000162704	predictor
ENSG00000162711	predictor
ENSG00000162714	predictor
ENSG00000162722	predictor
ENSG00000162729	predictor
ENSG00000162733	predictor
ENSG00000162734	predictor
ENSG00000162735	predictor
ENSG00000162736	predictor
ENSG00000162738	predictor
ENSG00000162739	predictor
ENSG00000162745	predictor
ENSG00000162747	predictor
ENSG00000162753	predictor
ENSG00000162755	predictor
ENSG00000162757	predictor
ENSG00000162769	predictor
ENSG00000162771	predictor
ENSG00000162772	predictor
ENSG00000162775	predictor
ENSG00000162777	predictor
ENSG00000162779	predictor
ENSG00000162783	predictor
ENSG00000162804	predictor
ENSG00000162813	predictor
ENSG00000162814	predictor
ENSG00000162817	predictor
ENSG00000162819	predictor
ENSG00000162825	predictor
ENSG00000162836	predictor
ENSG00000162849	predictor
ENSG00000162851	predictor
ENSG00000162852	predictor
ENSG00000162869	predictor
ENSG00000162873	predictor
ENSG00000162881	predictor
ENSG00000162882	predictor
ENSG00000162885	predictor
ENSG00000162889	predictor
ENSG00000162894	predictor
ENSG00000162896	predictor
ENSG00000162909	predictor
ENSG00000162910	predictor
ENSG00000162923	predictor
ENSG00000162924	predictor
ENSG00000162927	predictor
ENSG00000162928	predictor
ENSG00000162929	predictor
ENSG00000162931	predictor
ENSG00000162944	predictor
ENSG00000162946	predictor
ENSG00000162949	predictor
ENSG00000162959	predictor
ENSG00000162961	predictor
ENSG00000162971	predictor
ENSG00000162972	predictor
ENSG00000162976	predictor
ENSG00000162980	predictor
ENSG00000162981	predictor
ENSG00000162989	predictor
ENSG00000162994	predictor
ENSG00000162999	predictor
ENSG00000163001	predictor
ENSG00000163002	predictor
ENSG00000163006	predictor
ENSG00000163013	predictor
ENSG00000163017	predictor
ENSG00000163026	predictor
ENSG00000163029	predictor
ENSG00000163032	predictor
ENSG00000163040	predictor
ENSG00000163041	predictor
ENSG00000163046	predictor
ENSG00000163050	predictor
ENSG00000163053	predictor
ENSG00000163060	predictor
ENSG00000163069	predictor
ENSG00000163071	predictor
ENSG00000163072	predictor
ENSG00000163075	predictor
ENSG00000163082	predictor
ENSG00000163083	predictor
ENSG00000163093	predictor
ENSG00000163104	predictor
ENSG00000163106	predictor
ENSG00000163110	predictor
ENSG00000163116	predictor
ENSG00000163121	predictor
ENSG00000163125	predictor
ENSG00000163126	predictor
ENSG00000163131	predictor
ENSG00000163132	predictor
ENSG00000163138	predictor
ENSG00000163141	predictor
ENSG00000163145	predictor
ENSG00000163154	predictor
ENSG00000163155	predictor
ENSG00000163156	predictor
ENSG00000163157	predictor
ENSG00000163159	predictor
ENSG00000163161	predictor
ENSG00000163162	predictor
ENSG00000163166	predictor
ENSG00000163170	predictor
ENSG00000163171	predictor
ENSG00000163191	predictor
ENSG00000163209	predictor
ENSG00000163214	predictor
ENSG00000163216	predictor
ENSG00000163219	predictor
ENSG00000163220	predictor
ENSG00000163221	predictor
ENSG00000163235	predictor
ENSG00000163249	predictor
ENSG00000163251	predictor
ENSG00000163257	predictor
ENSG00000163263	predictor
ENSG00000163281	predictor
ENSG00000163283	predictor
ENSG00000163291	predictor
ENSG00000163293	predictor
ENSG00000163297	predictor
ENSG00000163312	predictor
ENSG00000163319	predictor
ENSG00000163320	predictor
ENSG00000163322	predictor
ENSG00000163328	predictor
ENSG00000163331	predictor
ENSG00000163344	predictor
ENSG00000163346	predictor
ENSG00000163347	predictor
ENSG00000163348	predictor
ENSG00000163349	predictor
ENSG00000163354	predictor
ENSG00000163357	predictor
ENSG00000163359	predictor
ENSG00000163362	predictor
ENSG00000163374	predictor
ENSG00000163376	predictor
ENSG00000163378	predictor
ENSG00000163380	predictor
ENSG00000163382	predictor
ENSG00000163389	predictor
ENSG00000163393	predictor
ENSG00000163399	predictor
ENSG00000163406	predictor
ENSG00000163412	predictor
ENSG00000163421	predictor
ENSG00000163424	predictor
ENSG00000163428	predictor
ENSG00000163430	predictor
ENSG00000163431	predictor
ENSG00000163435	predictor
ENSG00000163444	predictor
ENSG00000163449	predictor
ENSG00000163453	predictor
ENSG00000163462	predictor
ENSG00000163463	predictor
ENSG00000163464	predictor
ENSG00000163466	predictor
ENSG00000163468	predictor
ENSG00000163472	predictor
ENSG00000163479	predictor
ENSG00000163481	predictor
ENSG00000163482	predictor
ENSG00000163491	predictor
ENSG00000163492	predictor
ENSG00000163507	predictor
ENSG00000163508	predictor
ENSG00000163510	predictor
ENSG00000163512	predictor
ENSG00000163513	predictor
ENSG00000163516	predictor
ENSG00000163517	predictor
ENSG00000163521	predictor
ENSG00000163527	predictor
ENSG00000163528	predictor
ENSG00000163531	predictor
ENSG00000163534	predictor
ENSG00000163535	predictor
ENSG00000163536	predictor
ENSG00000163539	predictor
ENSG00000163541	predictor
ENSG00000163545	predictor
ENSG00000163558	predictor
ENSG00000163563	predictor
ENSG00000163564	predictor
ENSG00000163565	predictor
ENSG00000163568	predictor
ENSG00000163576	predictor
ENSG00000163577	predictor
ENSG00000163584	predictor
ENSG00000163590	predictor
ENSG00000163596	predictor
ENSG00000163599	predictor
ENSG00000163600	predictor
ENSG00000163602	predictor
ENSG00000163605	predictor
ENSG00000163606	predictor
ENSG00000163607	predictor
ENSG00000163608	predictor
ENSG00000163611	predictor
ENSG00000163617	predictor
ENSG00000163618	predictor
ENSG00000163624	predictor
ENSG00000163625	predictor
ENSG00000163626	predictor
ENSG00000163629	predictor
ENSG00000163630	predictor
ENSG00000163632	predictor
ENSG00000163633	predictor
ENSG00000163634	predictor
ENSG00000163635	predictor
ENSG00000163636	predictor
ENSG00000163637	predictor
ENSG00000163638	predictor
ENSG00000163644	predictor
ENSG00000163645	predictor
ENSG00000163655	predictor
ENSG00000163659	predictor
ENSG00000163660	predictor
ENSG00000163661	predictor
ENSG00000163666	predictor
ENSG00000163681	predictor
ENSG00000163682	predictor
ENSG00000163683	predictor
ENSG00000163684	predictor
ENSG00000163686	predictor
ENSG00000163687	predictor
ENSG00000163689	predictor
ENSG00000163694	predictor
ENSG00000163697	predictor
ENSG00000163701	predictor
ENSG00000163702	predictor
ENSG00000163703	predictor
ENSG00000163704	predictor
ENSG00000163710	predictor
ENSG00000163714	predictor
ENSG00000163719	predictor
ENSG00000163728	predictor
ENSG00000163734	predictor
ENSG00000163735	predictor
ENSG00000163738	predictor
ENSG00000163739	predictor
ENSG00000163743	predictor
ENSG00000163746	predictor
ENSG00000163749	predictor
ENSG00000163751	predictor
ENSG00000163754	predictor
ENSG00000163755	predictor
ENSG00000163781	predictor
ENSG00000163785	predictor
ENSG00000163788	predictor
ENSG00000163792	predictor
ENSG00000163795	predictor
ENSG00000163798	predictor
ENSG00000163803	predictor
ENSG00000163806	predictor
ENSG00000163807	predictor
ENSG00000163808	predictor
ENSG00000163810	predictor
ENSG00000163811	predictor
ENSG00000163812	predictor
ENSG00000163814	predictor
ENSG00000163817	predictor
ENSG00000163818	predictor
ENSG00000163820	predictor
ENSG00000163823	predictor
ENSG00000163827	predictor
ENSG00000163832	predictor
ENSG00000163833	predictor
ENSG00000163840	predictor
ENSG00000163848	predictor
ENSG00000163864	predictor
ENSG00000163866	predictor
ENSG00000163867	predictor
ENSG00000163870	predictor
ENSG00000163872	predictor
ENSG00000163874	predictor
ENSG00000163875	predictor
ENSG00000163877	predictor
ENSG00000163879	predictor
ENSG00000163882	predictor
ENSG00000163884	predictor
ENSG00000163885	predictor
ENSG00000163898	predictor
ENSG00000163900	predictor
ENSG00000163902	predictor
ENSG00000163904	predictor
ENSG00000163913	predictor
ENSG00000163918	predictor
ENSG00000163923	predictor
ENSG00000163930	predictor
ENSG00000163931	predictor
ENSG00000163932	predictor
ENSG00000163933	predictor
ENSG00000163935	predictor
ENSG00000163938	predictor
ENSG00000163939	predictor
ENSG00000163945	predictor
ENSG00000163946	predictor
ENSG00000163947	predictor
ENSG00000163950	predictor
ENSG00000163956	predictor
ENSG00000163958	predictor
ENSG00000163959	predictor
ENSG00000163960	predictor
ENSG00000163961	predictor
ENSG00000163964	predictor
ENSG00000163975	predictor
ENSG00000163993	predictor
ENSG00000163995	predictor
ENSG00000164002	predictor
ENSG00000164007	predictor
ENSG00000164008	predictor
ENSG00000164010	predictor
ENSG00000164011	predictor
ENSG00000164022	predictor
ENSG00000164023	predictor
ENSG00000164024	predictor
ENSG00000164031	predictor
ENSG00000164032	predictor
ENSG00000164035	predictor
ENSG00000164037	predictor
ENSG00000164038	predictor
ENSG00000164039	predictor
ENSG00000164040	predictor
ENSG00000164045	predictor
ENSG00000164048	predictor
ENSG00000164049	predictor
ENSG00000164050	predictor
ENSG00000164051	predictor
ENSG00000164053	predictor
ENSG00000164054	predictor
ENSG00000164056	predictor
ENSG00000164061	predictor
ENSG00000164062	predictor
ENSG00000164066	predictor
ENSG00000164068	predictor
ENSG00000164070	predictor
ENSG00000164073	predictor
ENSG00000164074	predictor
ENSG00000164077	predictor
ENSG00000164078	predictor
ENSG00000164080	predictor
ENSG00000164081	predictor
ENSG00000164082	predictor
ENSG00000164086	predictor
ENSG00000164087	predictor
ENSG00000164088	predictor
ENSG00000164091	predictor
ENSG00000164096	predictor
ENSG00000164099	predictor
ENSG00000164100	predictor
ENSG00000164104	predictor
ENSG00000164105	predictor
ENSG00000164106	predictor
ENSG00000164109	predictor
ENSG00000164111	predictor
ENSG00000164114	predictor
ENSG00000164116	predictor
ENSG00000164117	predictor
ENSG00000164118	predictor
ENSG00000164120	predictor
ENSG00000164124	predictor
ENSG00000164125	predictor
ENSG00000164134	predictor
ENSG00000164136	predictor
ENSG00000164142	predictor
ENSG00000164144	predictor
ENSG00000164151	predictor
ENSG00000164161	predictor
ENSG00000164162	predictor
ENSG00000164163	predictor
ENSG00000164164	predictor
ENSG00000164167	predictor
ENSG00000164168	predictor
ENSG00000164169	predictor
ENSG00000164171	predictor
ENSG00000164172	predictor
ENSG00000164176	predictor
ENSG00000164180	predictor
ENSG00000164181	predictor
ENSG00000164182	predictor
ENSG00000164185	predictor
ENSG00000164187	predictor
ENSG00000164188	predictor
ENSG00000164190	predictor
ENSG00000164197	predictor
ENSG00000164199	predictor
ENSG00000164209	predictor
ENSG00000164211	predictor
ENSG00000164219	predictor
ENSG00000164220	predictor
ENSG00000164221	predictor
ENSG00000164236	predictor
ENSG00000164237	predictor
ENSG00000164241	predictor
ENSG00000164244	predictor
ENSG00000164251	predictor
ENSG00000164252	predictor
ENSG00000164253	predictor
ENSG00000164256	predictor
ENSG00000164258	predictor
ENSG00000164265	predictor
ENSG00000164266	predictor
ENSG00000164284	predictor
ENSG00000164287	predictor
ENSG00000164291	predictor
ENSG00000164292	predictor
ENSG00000164294	predictor
ENSG00000164296	predictor
ENSG00000164300	predictor
ENSG00000164303	predictor
ENSG00000164304	predictor
ENSG00000164305	predictor
ENSG00000164306	predictor
ENSG00000164307	predictor
ENSG00000164308	predictor
ENSG00000164309	predictor
ENSG00000164318	predictor
ENSG00000164323	predictor
ENSG00000164327	predictor
ENSG00000164329	predictor
ENSG00000164330	predictor
ENSG00000164331	predictor
ENSG00000164332	predictor
ENSG00000164338	predictor
ENSG00000164342	predictor
ENSG00000164344	predictor
ENSG00000164346	predictor
ENSG00000164347	predictor
ENSG00000164366	predictor
ENSG00000164379	predictor
ENSG00000164393	predictor
ENSG00000164398	predictor
ENSG00000164402	predictor
ENSG00000164403	predictor
ENSG00000164404	predictor
ENSG00000164405	predictor
ENSG00000164406	predictor
ENSG00000164411	predictor
ENSG00000164414	predictor
ENSG00000164418	predictor
ENSG00000164430	predictor
ENSG00000164434	predictor
ENSG00000164440	predictor
ENSG00000164442	predictor
ENSG00000164463	predictor
ENSG00000164465	predictor
ENSG00000164466	predictor
ENSG00000164483	predictor
ENSG00000164484	predictor
ENSG00000164494	predictor
ENSG00000164506	predictor
ENSG00000164509	predictor
ENSG00000164520	predictor
ENSG00000164535	predictor
ENSG00000164542	predictor
ENSG00000164543	predictor
ENSG00000164548	predictor
ENSG00000164574	predictor
ENSG00000164576	predictor
ENSG00000164587	predictor
ENSG00000164588	predictor
ENSG00000164591	predictor
ENSG00000164597	predictor
ENSG00000164603	predictor
ENSG00000164604	predictor
ENSG00000164609	predictor
ENSG00000164610	predictor
ENSG00000164611	predictor
ENSG00000164615	predictor
ENSG00000164619	predictor
ENSG00000164620	predictor
ENSG00000164626	predictor
ENSG00000164627	predictor
ENSG00000164631	predictor
ENSG00000164638	predictor
ENSG00000164647	predictor
ENSG00000164649	predictor
ENSG00000164651	predictor
ENSG00000164654	predictor
ENSG00000164659	predictor
ENSG00000164663	predictor
ENSG00000164674	predictor
ENSG00000164675	predictor
ENSG00000164683	predictor
ENSG00000164684	predictor
ENSG00000164687	predictor
ENSG00000164690	predictor
ENSG00000164691	predictor
ENSG00000164692	predictor
ENSG00000164695	predictor
ENSG00000164707	predictor
ENSG00000164713	predictor
ENSG00000164715	predictor
ENSG00000164733	predictor
ENSG00000164741	predictor
ENSG00000164742	predictor
ENSG00000164746	predictor
ENSG00000164749	predictor
ENSG00000164751	predictor
ENSG00000164754	predictor
ENSG00000164756	predictor
ENSG00000164758	predictor
ENSG00000164761	predictor
ENSG00000164764	predictor
ENSG00000164776	predictor
ENSG00000164794	predictor
ENSG00000164796	predictor
ENSG00000164808	predictor
ENSG00000164815	predictor
ENSG00000164818	predictor
ENSG00000164823	predictor
ENSG00000164825	predictor
ENSG00000164828	predictor
ENSG00000164830	predictor
ENSG00000164849	predictor
ENSG00000164850	predictor
ENSG00000164855	predictor
ENSG00000164867	predictor
ENSG00000164877	predictor
ENSG00000164879	predictor
ENSG00000164880	predictor
ENSG00000164885	predictor
ENSG00000164889	predictor
ENSG00000164896	predictor
ENSG00000164897	predictor
ENSG00000164898	predictor
ENSG00000164902	predictor
ENSG00000164904	predictor
ENSG00000164916	predictor
ENSG00000164919	predictor
ENSG00000164924	predictor
ENSG00000164929	predictor
ENSG00000164930	predictor
ENSG00000164933	predictor
ENSG00000164934	predictor
ENSG00000164938	predictor
ENSG00000164941	predictor
ENSG00000164944	predictor
ENSG00000164949	predictor
ENSG00000164951	predictor
ENSG00000164953	predictor
ENSG00000164961	predictor
ENSG00000164967	predictor
ENSG00000164970	predictor
ENSG00000164972	predictor
ENSG00000164975	predictor
ENSG00000164976	predictor
ENSG00000164978	predictor
ENSG00000164983	predictor
ENSG00000164985	predictor
ENSG00000164989	predictor
ENSG00000165006	predictor
ENSG00000165025	predictor
ENSG00000165028	predictor
ENSG00000165029	predictor
ENSG00000165030	predictor
ENSG00000165046	predictor
ENSG00000165055	predictor
ENSG00000165060	predictor
ENSG00000165061	predictor
ENSG00000165071	predictor
ENSG00000165072	predictor
ENSG00000165084	predictor
ENSG00000165091	predictor
ENSG00000165092	predictor
ENSG00000165097	predictor
ENSG00000165102	predictor
ENSG00000165105	predictor
ENSG00000165113	predictor
ENSG00000165115	predictor
ENSG00000165118	predictor
ENSG00000165119	predictor
ENSG00000165124	predictor
ENSG00000165125	predictor
ENSG00000165138	predictor
ENSG00000165140	predictor
ENSG00000165152	predictor
ENSG00000165156	predictor
ENSG00000165164	predictor
ENSG00000165168	predictor
ENSG00000165169	predictor
ENSG00000165171	predictor
ENSG00000165175	predictor
ENSG00000165181	predictor
ENSG00000165182	predictor
ENSG00000165185	predictor
ENSG00000165186	predictor
ENSG00000165188	predictor
ENSG00000165194	predictor
ENSG00000165195	predictor
ENSG00000165209	predictor
ENSG00000165215	predictor
ENSG00000165219	predictor
ENSG00000165233	predictor
ENSG00000165238	predictor
ENSG00000165240	predictor
ENSG00000165244	predictor
ENSG00000165246	predictor
ENSG00000165259	predictor
ENSG00000165264	predictor
ENSG00000165269	predictor
ENSG00000165271	predictor
ENSG00000165272	predictor
ENSG00000165275	predictor
ENSG00000165280	predictor
ENSG00000165282	predictor
ENSG00000165283	predictor
ENSG00000165288	predictor
ENSG00000165300	predictor
ENSG00000165304	predictor
ENSG00000165309	predictor
ENSG00000165312	predictor
ENSG00000165322	predictor
ENSG00000165323	predictor
ENSG00000165325	predictor
ENSG00000165338	predictor
ENSG00000165355	predictor
ENSG00000165359	predictor
ENSG00000165383	predictor
ENSG00000165389	predictor
ENSG00000165392	predictor
ENSG00000165406	predictor
ENSG00000165409	predictor
ENSG00000165410	predictor
ENSG00000165416	predictor
ENSG00000165417	predictor
ENSG00000165424	predictor
ENSG00000165434	predictor
ENSG00000165443	predictor
ENSG00000165449	predictor
ENSG00000165458	predictor
ENSG00000165474	predictor
ENSG00000165475	predictor
ENSG00000165476	predictor
ENSG00000165478	predictor
ENSG00000165480	predictor
ENSG00000165487	predictor
ENSG00000165490	predictor
ENSG00000165494	predictor
ENSG00000165501	predictor
ENSG00000165502	predictor
ENSG00000165506	predictor
ENSG00000165507	predictor
ENSG00000165512	predictor
ENSG00000165516	predictor
ENSG00000165521	predictor
ENSG00000165525	predictor
ENSG00000165526	predictor
ENSG00000165527	predictor
ENSG00000165533	predictor
ENSG00000165548	predictor
ENSG00000165555	predictor
ENSG00000165566	predictor
ENSG00000165568	predictor
ENSG00000165572	predictor
ENSG00000165588	predictor
ENSG00000165591	predictor
ENSG00000165609	predictor
ENSG00000165626	predictor
ENSG00000165629	predictor
ENSG00000165630	predictor
ENSG00000165632	predictor
ENSG00000165633	predictor
ENSG00000165637	predictor
ENSG00000165644	predictor
ENSG00000165646	predictor
ENSG00000165650	predictor
ENSG00000165655	predictor
ENSG00000165660	predictor
ENSG00000165661	predictor
ENSG00000165669	predictor
ENSG00000165671	predictor
ENSG00000165672	predictor
ENSG00000165675	predictor
ENSG00000165678	predictor
ENSG00000165682	predictor
ENSG00000165684	predictor
ENSG00000165685	predictor
ENSG00000165688	predictor
ENSG00000165689	predictor
ENSG00000165695	predictor
