.threshold	specificity	sensitivity	model
-Inf	0	1	PCA + Random Forest
0.05396788871890266	0	1	PCA + Random Forest
0.07649917507806964	0.008928571428571397	1	PCA + Random Forest
0.07896110823030665	0.017857142857142905	1	PCA + Random Forest
0.09020039800463318	0.0267857142857143	1	PCA + Random Forest
0.09102715980276535	0.0357142857142857	1	PCA + Random Forest
0.09373588964434594	0.044642857142857095	1	PCA + Random Forest
0.10236406223606491	0.0535714285714286	1	PCA + Random Forest
0.10370928576424865	0.0625	1	PCA + Random Forest
0.10929643541162504	0.0714285714285714	1	PCA + Random Forest
0.10978508457821279	0.0803571428571429	1	PCA + Random Forest
0.11880658942802659	0.0892857142857143	1	PCA + Random Forest
0.11910099121677595	0.0982142857142857	1	PCA + Random Forest
0.12200485714528686	0.1071428571428571	1	PCA + Random Forest
0.12360457165651417	0.1160714285714286	1	PCA + Random Forest
0.1258479387203908	0.125	1	PCA + Random Forest
0.1278821862476019	0.1339285714285714	1	PCA + Random Forest
0.13053001419409974	0.1428571428571429	1	PCA + Random Forest
0.13127860855592652	0.1517857142857143	1	PCA + Random Forest
0.13620360641631443	0.1607142857142857	1	PCA + Random Forest
0.14731430967522807	0.1696428571428571	1	PCA + Random Forest
0.14781629060955234	0.1785714285714286	1	PCA + Random Forest
0.15039482392916767	0.1875	1	PCA + Random Forest
0.15043246705210842	0.1964285714285714	1	PCA + Random Forest
0.15146893889324986	0.2053571428571429	1	PCA + Random Forest
0.1564488086247181	0.2142857142857143	1	PCA + Random Forest
0.15661212976796024	0.2232142857142857	1	PCA + Random Forest
0.16232953554453386	0.2321428571428571	1	PCA + Random Forest
0.16251087916875026	0.2410714285714286	1	PCA + Random Forest
0.16384741273827286	0.25	1	PCA + Random Forest
0.17112083406856807	0.2589285714285714	1	PCA + Random Forest
0.17170655876110505	0.2678571428571429	1	PCA + Random Forest
0.17308170765500158	0.2767857142857143	1	PCA + Random Forest
0.17834880978515183	0.2857142857142857	1	PCA + Random Forest
0.17885036730139256	0.2946428571428571	1	PCA + Random Forest
0.1796741909987148	0.3035714285714286	1	PCA + Random Forest
0.1834753854911094	0.3125	1	PCA + Random Forest
0.1854523119808606	0.3214285714285714	1	PCA + Random Forest
0.1860124390112772	0.3303571428571429	1	PCA + Random Forest
0.1861301902550435	0.3392857142857143	1	PCA + Random Forest
0.19307396815750427	0.3482142857142857	1	PCA + Random Forest
0.19501117647757218	0.3571428571428571	1	PCA + Random Forest
0.19995772765613248	0.3660714285714286	1	PCA + Random Forest
0.2030197580266827	0.375	1	PCA + Random Forest
0.2059093943795358	0.3839285714285714	1	PCA + Random Forest
0.21024112514097523	0.3928571428571429	1	PCA + Random Forest
0.2169644185146403	0.4017857142857143	1	PCA + Random Forest
0.21945193761536283	0.4107142857142857	1	PCA + Random Forest
0.21952919628259543	0.4196428571428571	1	PCA + Random Forest
0.2231320352679646	0.4285714285714286	1	PCA + Random Forest
0.22386533690981736	0.4375	1	PCA + Random Forest
0.22976240384505173	0.4375	0.9864864864864865	PCA + Random Forest
0.23077308988217082	0.4464285714285714	0.9864864864864865	PCA + Random Forest
0.2316212739199814	0.4553571428571429	0.9864864864864865	PCA + Random Forest
0.2316404805908631	0.4642857142857143	0.9864864864864865	PCA + Random Forest
0.23185275914538475	0.4732142857142857	0.9864864864864865	PCA + Random Forest
0.23206115199195787	0.4732142857142857	0.972972972972973	PCA + Random Forest
0.2346499274569489	0.4821428571428571	0.972972972972973	PCA + Random Forest
0.23714345088797759	0.4821428571428571	0.9594594594594594	PCA + Random Forest
0.23828911468059952	0.4910714285714286	0.9594594594594594	PCA + Random Forest
0.24141853845682462	0.5	0.9594594594594594	PCA + Random Forest
0.2442982313991145	0.5	0.9459459459459459	PCA + Random Forest
0.2450099225997489	0.5089285714285714	0.9459459459459459	PCA + Random Forest
0.2478603025547507	0.5089285714285714	0.9324324324324325	PCA + Random Forest
0.24805271667159717	0.5178571428571428	0.9324324324324325	PCA + Random Forest
0.25517835107493037	0.5267857142857143	0.9324324324324325	PCA + Random Forest
0.26375945761269753	0.5357142857142857	0.9324324324324325	PCA + Random Forest
0.2646642196863313	0.5446428571428572	0.9324324324324325	PCA + Random Forest
0.2730690710476624	0.5535714285714286	0.9324324324324325	PCA + Random Forest
0.27426493361619125	0.5535714285714286	0.918918918918919	PCA + Random Forest
0.27957942174477785	0.5625	0.918918918918919	PCA + Random Forest
0.28067882335492966	0.5714285714285714	0.918918918918919	PCA + Random Forest
0.28516483020263406	0.5803571428571428	0.918918918918919	PCA + Random Forest
